geography_code,variable,synth_fraction,constraint_fraction
d16,location_urban,0,0
d16,location_rural,1,1
d16,hh_size1,0.2271186440677966,0.22635135135135134
d16,hh_size2,0.6779661016949152,0.6790540540540541
d16,hh_size3,0.013559322033898305,0.013513513513513514
d16,hh_size4,0.08135593220338982,0.08108108108108109
d16,m_0_to_30,0.019880715705765408,0.019801980198019802
d16,f_0_to_30,0.02584493041749503,0.02574257425742574
d16,m_30_to_60,0.32007952286282304,0.3207920792079208
d16,f_30_to_60,0.29025844930417494,0.29108910891089107
d16,m_gt_60,0.1749502982107356,0.17425742574257425
d16,f_gt_60,0.16898608349900596,0.16831683168316833
d16,edu_non,0.10139165009940358,0.100990099009901
d16,edu_low,0.5666003976143141,0.5683168316831683
d16,edu_middle,0.2982107355864811,0.297029702970297
d16,edu_high,0.033797216699801194,0.033663366336633666
d9,location_urban,1,1
d9,location_rural,0,0
d9,hh_size1,0.27181208053691275,0.2751677852348993
d9,hh_size2,0.7248322147651006,0.7214765100671141
d9,hh_size3,0.003355704697986577,0.003355704697986577
d9,hh_size4,0,0
d9,m_0_to_30,0.023255813953488372,0.02330097087378641
d9,f_0_to_30,0.015503875968992248,0.015533980582524271
d9,m_30_to_60,0.3178294573643411,0.31844660194174756
d9,f_30_to_60,0.3488372093023256,0.34757281553398056
d9,m_gt_60,0.1375968992248062,0.13980582524271845
d9,f_gt_60,0.1569767441860465,0.1553398058252427
d9,edu_non,0.08914728682170543,0.08932038834951456
d9,edu_low,0.3992248062015504,0.39805825242718446
d9,edu_middle,0.45155038759689925,0.4524271844660194
d9,edu_high,0.060077519379844964,0.06019417475728155
d12,location_urban,0,0
d12,location_rural,1,1
d12,hh_size1,0.21014492753623187,0.21014492753623187
d12,hh_size2,0.6992753623188406,0.6992753623188406
d12,hh_size3,0.03260869565217391,0.03260869565217391
d12,hh_size4,0.057971014492753624,0.057971014492753624
d12,m_0_to_30,0.02053388090349076,0.02053388090349076
d12,f_0_to_30,0.018480492813141684,0.018480492813141684
d12,m_30_to_60,0.35728952772073924,0.3593429158110883
d12,f_30_to_60,0.32238193018480493,0.3203285420944558
d12,m_gt_60,0.14989733059548255,0.14989733059548255
d12,f_gt_60,0.13141683778234087,0.13141683778234087
d12,edu_non,0.11498973305954825,0.11498973305954825
d12,edu_low,0.5708418891170431,0.5708418891170431
d12,edu_middle,0.28542094455852157,0.28542094455852157
d12,edu_high,0.028747433264887063,0.028747433264887063
d47,location_urban,1,1
d47,location_rural,0,0
d47,hh_size1,0.2983050847457627,0.2983050847457627
d47,hh_size2,0.6847457627118644,0.6847457627118644
d47,hh_size3,0.003389830508474576,0.003389830508474576
d47,hh_size4,0.013559322033898305,0.013559322033898305
d47,m_0_to_30,0.03206412825651302,0.03206412825651302
d47,f_0_to_30,0.03006012024048096,0.03006012024048096
d47,m_30_to_60,0.3226452905811623,0.3226452905811623
d47,f_30_to_60,0.3847695390781563,0.3847695390781563
d47,m_gt_60,0.11623246492985972,0.11623246492985972
d47,f_gt_60,0.11422845691382766,0.11422845691382766
d47,edu_non,0.05410821643286573,0.05410821643286573
d47,edu_low,0.40080160320641284,0.40080160320641284
d47,edu_middle,0.5050100200400801,0.5050100200400801
d47,edu_high,0.04008016032064128,0.04008016032064128
d5,location_urban,0,0
d5,location_rural,1,1
d5,hh_size1,0.26537216828478966,0.26537216828478966
d5,hh_size2,0.6116504854368932,0.6116504854368932
d5,hh_size3,0.019417475728155338,0.019417475728155338
d5,hh_size4,0.10355987055016182,0.10355987055016182
d5,m_0_to_30,0.00784313725490196,0.00784313725490196
d5,f_0_to_30,0.021568627450980392,0.021568627450980392
d5,m_30_to_60,0.3137254901960784,0.3137254901960784
d5,f_30_to_60,0.33725490196078434,0.33725490196078434
d5,m_gt_60,0.1411764705882353,0.1411764705882353
d5,f_gt_60,0.1784313725490196,0.1784313725490196
d5,edu_non,0.11568627450980393,0.11568627450980393
d5,edu_low,0.5313725490196078,0.5313725490196078
d5,edu_middle,0.3196078431372549,0.3196078431372549
d5,edu_high,0.03333333333333333,0.03333333333333333
d54,location_urban,1,1
d54,location_rural,0,0
d54,hh_size1,0.2894736842105263,0.29276315789473684
d54,hh_size2,0.6973684210526315,0.694078947368421
d54,hh_size3,0,0
d54,hh_size4,0.013157894736842105,0.013157894736842105
d54,m_0_to_30,0.023255813953488372,0.02330097087378641
d54,f_0_to_30,0.031007751937984496,0.031067961165048542
d54,m_30_to_60,0.3178294573643411,0.31844660194174756
d54,f_30_to_60,0.32945736434108525,0.32815533980582523
d54,m_gt_60,0.15503875968992248,0.1553398058252427
d54,f_gt_60,0.1434108527131783,0.1436893203883495
d54,edu_non,0.06589147286821706,0.06601941747572816
d54,edu_low,0.43023255813953487,0.4330097087378641
d54,edu_middle,0.4631782945736434,0.4601941747572815
d54,edu_high,0.040697674418604654,0.040776699029126215
d55,location_urban,0,0
d55,location_rural,1,1
d55,hh_size1,0.2268041237113402,0.2268041237113402
d55,hh_size2,0.7044673539518901,0.7044673539518901
d55,hh_size3,0.010309278350515464,0.010309278350515464
d55,hh_size4,0.058419243986254296,0.058419243986254296
d55,m_0_to_30,0.027888446215139442,0.027888446215139442
d55,f_0_to_30,0.029880478087649404,0.029880478087649404
d55,m_30_to_60,0.30677290836653387,0.30677290836653387
d55,f_30_to_60,0.33266932270916333,0.33266932270916333
d55,m_gt_60,0.15139442231075698,0.15139442231075698
d55,f_gt_60,0.15139442231075698,0.15139442231075698
d55,edu_non,0.11752988047808766,0.11752988047808766
d55,edu_low,0.5338645418326693,0.5318725099601593
d55,edu_middle,0.3207171314741036,0.32270916334661354
d55,edu_high,0.027888446215139442,0.027888446215139442
d56,location_urban,0,0
d56,location_rural,1,1
d56,hh_size1,0.21481481481481482,0.21481481481481482
d56,hh_size2,0.7444444444444445,0.7444444444444445
d56,hh_size3,0.011111111111111112,0.011111111111111112
d56,hh_size4,0.02962962962962963,0.02962962962962963
d56,m_0_to_30,0.014675052410901468,0.014675052410901468
d56,f_0_to_30,0.029350104821802937,0.029350104821802937
d56,m_30_to_60,0.3689727463312369,0.36477987421383645
d56,f_30_to_60,0.2746331236897275,0.27253668763102723
d56,m_gt_60,0.15723270440251572,0.16142557651991615
d56,f_gt_60,0.15513626834381553,0.15723270440251572
d56,edu_non,0.10482180293501048,0.10482180293501048
d56,edu_low,0.5576519916142557,0.5576519916142557
d56,edu_middle,0.32075471698113206,0.32075471698113206
d56,edu_high,0.016771488469601678,0.016771488469601678
d26,location_urban,1,1
d26,location_rural,0,0
d26,hh_size1,0.3157894736842105,0.3190789473684211
d26,hh_size2,0.6151315789473685,0.6118421052631579
d26,hh_size3,0.003289473684210526,0.003289473684210526
d26,hh_size4,0.06578947368421052,0.06578947368421052
d26,m_0_to_30,0.02028397565922921,0.02032520325203252
d26,f_0_to_30,0.02434077079107505,0.024390243902439025
d26,m_30_to_60,0.3144016227180527,0.3130081300813008
d26,f_30_to_60,0.3935091277890467,0.39634146341463417
d26,m_gt_60,0.12981744421906694,0.13008130081300814
d26,f_gt_60,0.11764705882352941,0.11585365853658537
d26,edu_non,0.08316430020283976,0.08333333333333333
d26,edu_low,0.3488843813387424,0.3475609756097561
d26,edu_middle,0.5030425963488844,0.5040650406504065
d26,edu_high,0.06490872210953347,0.06504065040650407
d34,location_urban,0,0
d34,location_rural,1,1
d34,hh_size1,0.2222222222222222,0.2214765100671141
d34,hh_size2,0.7003367003367004,0.7013422818791947
d34,hh_size3,0.010101010101010102,0.010067114093959731
d34,hh_size4,0.06734006734006734,0.06711409395973154
d34,m_0_to_30,0.029354207436399216,0.029239766081871343
d34,f_0_to_30,0.019569471624266144,0.01949317738791423
d34,m_30_to_60,0.33268101761252444,0.3333333333333333
d34,f_30_to_60,0.31898238747553814,0.31968810916179335
d34,m_gt_60,0.16829745596868884,0.16764132553606237
d34,f_gt_60,0.13111545988258316,0.13060428849902533
d34,edu_non,0.11350293542074363,0.11306042884990253
d34,edu_low,0.547945205479452,0.5477582846003899
d34,edu_middle,0.31702544031311153,0.31773879142300193
d34,edu_high,0.021526418786692758,0.021442495126705652
d53,location_urban,0,0
d53,location_rural,1,1
d53,hh_size1,0.21835443037974683,0.21766561514195584
d53,hh_size2,0.6645569620253164,0.6624605678233438
d53,hh_size3,0.012658227848101266,0.012618296529968454
d53,hh_size4,0.10443037974683544,0.10725552050473186
d53,m_0_to_30,0.02247191011235955,0.022429906542056073
d53,f_0_to_30,0.026217228464419477,0.026168224299065422
d53,m_30_to_60,0.3408239700374532,0.34205607476635513
d53,f_30_to_60,0.301498127340824,0.30093457943925234
d53,m_gt_60,0.14606741573033707,0.14579439252336449
d53,f_gt_60,0.16292134831460675,0.16261682242990655
d53,edu_non,0.11610486891385768,0.11588785046728972
d53,edu_low,0.5355805243445693,0.5364485981308411
d53,edu_middle,0.33146067415730335,0.33084112149532713
d53,edu_high,0.016853932584269662,0.016822429906542057
d38,location_urban,0,0
d38,location_rural,1,1
d38,hh_size1,0.24923076923076923,0.25076452599388377
d38,hh_size2,0.6430769230769231,0.6391437308868502
d38,hh_size3,0.009230769230769232,0.009174311926605505
d38,hh_size4,0.09846153846153846,0.10091743119266056
d38,m_0_to_30,0.025925925925925925,0.025830258302583026
d38,f_0_to_30,0.020370370370370372,0.02029520295202952
d38,m_30_to_60,0.32592592592592595,0.32656826568265684
d38,f_30_to_60,0.3,0.3007380073800738
d38,m_gt_60,0.1388888888888889,0.13837638376383765
d38,f_gt_60,0.18888888888888888,0.1881918819188192
d38,edu_non,0.12222222222222222,0.12177121771217712
d38,edu_low,0.562962962962963,0.5645756457564576
d38,edu_middle,0.29444444444444445,0.2933579335793358
d38,edu_high,0.020370370370370372,0.02029520295202952
d51,location_urban,0,0
d51,location_rural,1,1
d51,hh_size1,0.24113475177304963,0.23943661971830985
d51,hh_size2,0.624113475177305,0.6197183098591549
d51,hh_size3,0.014184397163120567,0.014084507042253521
d51,hh_size4,0.12056737588652482,0.1267605633802817
d51,m_0_to_30,0.02145922746781116,0.021367521367521368
d51,f_0_to_30,0.023605150214592276,0.023504273504273504
d51,m_30_to_60,0.34334763948497854,0.344017094017094
d51,f_30_to_60,0.30472103004291845,0.3055555555555556
d51,m_gt_60,0.17167381974248927,0.17094017094017094
d51,f_gt_60,0.1351931330472103,0.1346153846153846
d51,edu_non,0.1072961373390558,0.10683760683760683
d51,edu_low,0.5643776824034334,0.5662393162393162
d51,edu_middle,0.315450643776824,0.3141025641025641
d51,edu_high,0.012875536480686695,0.01282051282051282
d49,location_urban,0,0
d49,location_rural,1,1
d49,hh_size1,0.18421052631578946,0.1848184818481848
d49,hh_size2,0.6611842105263158,0.6666666666666666
d49,hh_size3,0.019736842105263157,0.019801980198019802
d49,hh_size4,0.13486842105263158,0.12871287128712872
d49,m_0_to_30,0.01160541586073501,0.01160541586073501
d49,f_0_to_30,0.029013539651837523,0.029013539651837523
d49,m_30_to_60,0.3578336557059961,0.3578336557059961
d49,f_30_to_60,0.29980657640232106,0.29980657640232106
d49,m_gt_60,0.1702127659574468,0.1702127659574468
d49,f_gt_60,0.13152804642166344,0.13152804642166344
d49,edu_non,0.11605415860735009,0.11605415860735009
d49,edu_low,0.5589941972920697,0.5589941972920697
d49,edu_middle,0.30947775628626695,0.30947775628626695
d49,edu_high,0.015473887814313346,0.015473887814313346
d2,location_urban,1,1
d2,location_rural,0,0
d2,hh_size1,0.24528301886792453,0.24375
d2,hh_size2,0.5031446540880503,0.503125
d2,hh_size3,0.025157232704402517,0.025
d2,hh_size4,0.22641509433962265,0.228125
d2,m_0_to_30,0.12348178137651822,0.1227364185110664
d2,f_0_to_30,0.12955465587044535,0.12877263581488935
d2,m_30_to_60,0.29959514170040485,0.29979879275653926
d2,f_30_to_60,0.33805668016194335,0.34004024144869216
d2,m_gt_60,0.04048582995951417,0.04024144869215292
d2,f_gt_60,0.06882591093117409,0.06841046277665996
d2,edu_non,0.07894736842105263,0.07847082494969819
d2,edu_low,0.23279352226720648,0.23138832997987926
d2,edu_middle,0.5951417004048583,0.5975855130784709
d2,edu_high,0.0931174089068826,0.0925553319919517
d71,location_urban,1,1
d71,location_rural,0,0
d71,hh_size1,0.33447098976109213,0.33447098976109213
d71,hh_size2,0.6279863481228669,0.6279863481228669
d71,hh_size3,0.010238907849829351,0.010238907849829351
d71,hh_size4,0.027303754266211604,0.027303754266211604
d71,m_0_to_30,0.041407867494824016,0.041407867494824016
d71,f_0_to_30,0.037267080745341616,0.037267080745341616
d71,m_30_to_60,0.3581780538302277,0.35610766045548653
d71,f_30_to_60,0.3084886128364389,0.3105590062111801
d71,m_gt_60,0.13871635610766045,0.13871635610766045
d71,f_gt_60,0.11594202898550725,0.11594202898550725
d71,edu_non,0.07867494824016563,0.07867494824016563
d71,edu_low,0.38095238095238093,0.37681159420289856
d71,edu_middle,0.4989648033126294,0.5031055900621118
d71,edu_high,0.041407867494824016,0.041407867494824016
d1,location_urban,1,1
d1,location_rural,0,0
d1,hh_size1,0.26666666666666666,0.26480836236933797
d1,hh_size2,0.6736842105263158,0.6689895470383276
d1,hh_size3,0.0035087719298245615,0.003484320557491289
d1,hh_size4,0.056140350877192984,0.0627177700348432
d1,m_0_to_30,0.027139874739039668,0.02702702702702703
d1,f_0_to_30,0.029227557411273485,0.029106029106029108
d1,m_30_to_60,0.325678496868476,0.3264033264033264
d1,f_30_to_60,0.36325678496868474,0.36382536382536385
d1,m_gt_60,0.1440501043841336,0.14345114345114346
d1,f_gt_60,0.11064718162839249,0.1101871101871102
d1,edu_non,0.05636743215031315,0.056133056133056136
d1,edu_low,0.4279749478079332,0.4282744282744283
d1,edu_middle,0.46555323590814196,0.4656964656964657
d1,edu_high,0.05010438413361169,0.0498960498960499
d59,location_urban,0,0
d59,location_rural,1,1
d59,hh_size1,0.21548821548821548,0.21548821548821548
d59,hh_size2,0.7037037037037037,0.7037037037037037
d59,hh_size3,0.010101010101010102,0.010101010101010102
d59,hh_size4,0.0707070707070707,0.0707070707070707
d59,m_0_to_30,0.017578125,0.017578125
d59,f_0_to_30,0.037109375,0.037109375
d59,m_30_to_60,0.3046875,0.3046875
d59,f_30_to_60,0.310546875,0.310546875
d59,m_gt_60,0.16015625,0.16015625
d59,f_gt_60,0.169921875,0.169921875
d59,edu_non,0.12109375,0.119140625
d59,edu_low,0.5390625,0.541015625
d59,edu_middle,0.32421875,0.32421875
d59,edu_high,0.015625,0.015625
d35,location_urban,1,1
d35,location_rural,0,0
d35,hh_size1,0.25539568345323743,0.2517985611510791
d35,hh_size2,0.6942446043165468,0.697841726618705
d35,hh_size3,0.007194244604316547,0.007194244604316547
d35,hh_size4,0.04316546762589928,0.04316546762589928
d35,m_0_to_30,0.04,0.03991596638655462
d35,f_0_to_30,0.023157894736842106,0.023109243697478993
d35,m_30_to_60,0.35157894736842105,0.35294117647058826
d35,f_30_to_60,0.36210526315789476,0.36134453781512604
d35,m_gt_60,0.11789473684210526,0.11764705882352941
d35,f_gt_60,0.10526315789473684,0.10504201680672269
d35,edu_non,0.07157894736842105,0.07142857142857142
d35,edu_low,0.38526315789473686,0.3865546218487395
d35,edu_middle,0.4968421052631579,0.4957983193277311
d35,edu_high,0.04631578947368421,0.046218487394957986
d83,location_urban,1,1
d83,location_rural,0,0
d83,hh_size1,0.2607260726072607,0.264026402640264
d83,hh_size2,0.6996699669966997,0.6963696369636964
d83,hh_size3,0,0
d83,hh_size4,0.039603960396039604,0.039603960396039604
d83,m_0_to_30,0.021359223300970873,0.021400778210116732
d83,f_0_to_30,0.02524271844660194,0.02529182879377432
d83,m_30_to_60,0.3553398058252427,0.3560311284046693
d83,f_30_to_60,0.31844660194174756,0.31712062256809337
d83,m_gt_60,0.14563106796116504,0.14591439688715954
d83,f_gt_60,0.13398058252427184,0.13424124513618677
d83,edu_non,0.06601941747572816,0.06614785992217899
d83,edu_low,0.41941747572815535,0.42217898832684825
d83,edu_middle,0.458252427184466,0.45525291828793774
d83,edu_high,0.05631067961165048,0.05642023346303502
d13,location_urban,0,0
d13,location_rural,1,1
d13,hh_size1,0.2662337662337662,0.2662337662337662
d13,hh_size2,0.5909090909090909,0.5941558441558441
d13,hh_size3,0.012987012987012988,0.012987012987012988
